PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	External Vocabulary
PA164748965	phenylpropanolamine	(+-)-Phenylpropanolamine,(+/-)-Norephedrin,PPA	Acutrim,Ami-Tex,Codimal,Conex,Contuss,Despec,Dexatrim,Dura-Vent,Entex,Gentab,Guaipax,Myminic,Naldecon,Nolex,Partuss,Phenoxine,Phenyldrine,Phenylfenesin,Propagest,Rhindecon,Rhymed,Snaplets,Triaminic,ULR,Vanex	"Alka Seltzer Plus Cold Medicine Evt (Acetylsalicylic Acid + Chlorpheniramine Maleate + Phenylpropanolamine Bitartrate)","Alka-Seltzer Plus Cold Medicine - Evt (Acetylsalicylic Acid + Chlorpheniramine Maleate + Phenylpropanolamine Bitartrate)","Antitussive Decong Antihistamine Syr (Dextromethorphan Hydrobromide + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Bronchodex D Cap (Chlorpheniramine Maleate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride)","Bronchosirum Pour Enfants (Dextromethorphan Hydrobromide + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Caldomine Dh Adulte (Hydrocodone Bitartrate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Caldomine Dh Enfant (Hydrocodone Bitartrate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Centracol DM - Syr (Dextromethorphan Hydrobromide + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Chlor Tripolon Decongest Syr (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Cold & Allergy (Brompheniramine Maleate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Cold & Allergy Relief - Liq (Brompheniramine Maleate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Cold Decongestant Long Acting Cap (Chlorpheniramine Maleate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride)","Cold Relief (Brompheniramine Maleate + Phenylpropanolamine Hydrochloride)","Cold Relief DM (Brompheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Coltalin Tablet (Acetaminophen + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Contac Cold Capsules (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Contac Cold Extra Strength Capsules (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Contac Cough Cold and Flu Caplets (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Contact C Src (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Coricidin D Long Acting Tab (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Coricidin D Tab (Acetylsalicylic Acid + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Coricidin Nd Tab (Acetylsalicylic Acid + Phenylpropanolamine Hydrochloride)","Coricidin Sinus Headache Tab (Acetaminophen + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Corsym Suspension (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Cough, Cold & Allergy Relief (Brompheniramine Maleate + Dextromethorphan Hydrobromide + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Counteract Sinus and Allergy (Acetaminophen + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Decongestant Antihistaminic Syrup (Brompheniramine Maleate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dilotab (Acetaminophen + Phenylpropanolamine Hydrochloride)","Dimetane Expectorant Liq (Brompheniramine Maleate + Guaifenesin + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dimetane Expectorant-C Syr (Brompheniramine Maleate + Codeine Phosphate + Guaifenesin + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dimetane Expectorant-Dc Syr (Brompheniramine Maleate + Guaifenesin + Hydrocodone Bitartrate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dimetapp Chewable Tablets (Brompheniramine Maleate + Phenylpropanolamine Hydrochloride)","Dimetapp Children's Cold & Allergy Tablets (Brompheniramine Maleate + Phenylpropanolamine Hydrochloride)","Dimetapp Children's Cold & Fever (Acetaminophen + Brompheniramine Maleate + Phenylpropanolamine Hydrochloride)","Dimetapp Clear (Brompheniramine Maleate + Phenylpropanolamine Hydrochloride)","Dimetapp Cold & Sinus (Acetaminophen + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dimetapp Cough & Cold Liqui-Gels - Cap (Brompheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Dimetapp Cough, Cold & Flu (Acetaminophen + Brompheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Dimetapp DM Elixir (Brompheniramine Maleate + Dextromethorphan Hydrobromide + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dimetapp DM Tab (Brompheniramine Maleate + Dextromethorphan Hydrobromide + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dimetapp Elixir (Brompheniramine Maleate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dimetapp Extentabs (Brompheniramine Maleate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dimetapp Liqui-Gels Cap (Brompheniramine Maleate + Phenylpropanolamine Hydrochloride)","Dimetapp Oral Infant Drops (Brompheniramine Maleate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dimetapp Tab (Brompheniramine Maleate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dimetapp-C Syr (Brompheniramine Maleate + Codeine Phosphate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Dristan Capsules (Acetylsalicylic Acid + Caffeine + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Emercidin D Tab (Acetaminophen + Caffeine + Diphenylpyraline Hydrochloride + Phenylpropanolamine Hydrochloride)","Emertabs Tab (Acetaminophen + Caffeine + Phenylpropanolamine Hydrochloride)","Entex La (Guaifenesin + Phenylpropanolamine Hydrochloride)","Entex La Tablets Srt (Guaifenesin + Phenylpropanolamine Hydrochloride)","Extra Strength Contac C - Src (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Oradrine 2 Tab (Acetaminophen + Caffeine + Diphenylpyraline Hydrochloride + Phenylpropanolamine Hydrochloride)","Oradrine Tablets (Acetaminophen + Caffeine + Codeine Phosphate + Diphenylpyraline Hydrochloride + Phenylpropanolamine Hydrochloride)","Oradrine-2 Tab (Acetaminophen + Caffeine + Diphenylpyraline Hydrochloride + Phenylpropanolamine Hydrochloride)","Ornade Af Liquid (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Ornade Af Spansule Src (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Ornade DM 10 Liq (Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Ornade DM 15 Liq (Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Ornade DM 30 Liq (Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Ornade Expectorant Cough Formula (Chlorpheniramine Maleate + Guaifenesin + Phenylpropanolamine Hydrochloride)","Ornade Liquid (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Ornade Spansule Src (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Pharmacol DM Syr (Dextromethorphan Hydrobromide + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Pharmetapp Elixir (Brompheniramine Maleate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Pharminicol DM Syrup (Dextromethorphan Hydrobromide + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Sine Off Nd Extra Strength Caplet (Acetaminophen + Phenylpropanolamine Hydrochloride)","Sine-Off Allergy Tab (Acetaminophen + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Sine-Off N.D. Tab (Acetaminophen + Phenylpropanolamine Hydrochloride)","Sine-Off N.D. Tablet (Acetaminophen + Phenylpropanolamine Hydrochloride)","Sinutab Sa Tab (Acetaminophen + Phenylpropanolamine Hydrochloride + Phenyltoloxamine Citrate)","Tantacol DM Syr (Dextromethorphan Hydrobromide + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Tantapp Elixir (Brompheniramine Maleate + Phenylephrine Hydrochloride + Phenylpropanolamine Hydrochloride)","Tavist-D Tablets (Clemastine (Clemastine Hydrogen Fumarate) + Phenylpropanolamine Hydrochloride)","Tri-Anamine Cold Syrup (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Tri-Anamine Expect Antihist Decong Syrup (Guaifenesin + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Triaminic Cold and Allergy Syrup (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Triaminic DM Daytime Syr (Dextromethorphan Hydrobromide + Guaifenesin + Phenylpropanolamine Hydrochloride)","Triaminic Expectorant Dh Syrup (Guaifenesin + Hydrocodone Bitartrate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Triaminic Time Release Tab (Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Triaminicin Colds & Flu Caplets (Acetaminophen + Caffeine + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Trisulfaminic Sus (Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate + Sulfadiazine + Sulfamerazine + Sulfamethazine)","Trisulfaminic Tab (Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate + Sulfadiazine + Sulfamerazine + Sulfamethazine)","Tussaminic C Forte Syrup (Codeine Phosphate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Tussaminic C Pediatric Syrup (Codeine Phosphate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Tussaminic DH Pediatric Syrup (Hydrocodone Bitartrate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)","Tussaminic Dh Forte Syrup (Hydrocodone Bitartrate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride + Pyrilamine Maleate)",	Drug/Small Molecule	TTD:DNC001144,chemSpider:25082,dpd:2247031,drugBank:DB00397,keggCompound:C07911,pubChemCompound:26934,pubChemSubstance:10113,pubChemSubstance:46508087,url:http://en.wikipedia.org/wiki/Phenylpropanolamine		ATC:R01BA(Sympathomimetics)
PA164748975	lisdexamfetamine	NRP104,lisdexamfetamine dimesylate	Vyvanse		Drug/Small Molecule	TTD:DAP000571,chemSpider:9772458,drugBank:DB01255,ndc:59417-102-10,pubChemCompound:11597697,pubChemCompound:11597698,pubChemSubstance:16700339,pubChemSubstance:46505358,url:http://en.wikipedia.org/wiki/Lisdexamfetamine		MeSH:C514020(lisdexamfetamine dimesylate)
PA164748976	trospium	Trospium	Sanctura,Spasmex,Spasmoplex,Trosec		Drug/Small Molecule	TTD:DAP000342,chemSpider:5394,drugBank:DB00209,keggDrug:D01103,ndc:0023-3513-60,pubChemCompound:5596,pubChemSubstance:46506398,pubChemSubstance:4894299,url:http://en.wikipedia.org/wiki/Trospium		ATC:G04BD(Urinary antispasmodics)
PA164748977	chlormerodrin		Chlormerodrine,Chlormeroprin,Chloromeridin,Chloromerodrin,Diurone,Hg-203 chlormerodrin,Katonil,Mercardox,Mercloran,Mercoral,Merculest,Merilid,Neogidrin,Neohydrin,Oricur,Percapyl,Promeran,Promerane		Drug/Small Molecule	TTD:DAP000754,chebi:59445,chemSpider:2615,drugBank:DB00534,pubChemCompound:25210,pubChemCompound:2716,pubChemSubstance:46504793	COC(CNC(=O)N)C[Hg]Cl	
PA164748978	sitagliptin	MK-0431,Sitagliptan,Sitagliptin phosphate,sitagliptin	Januvia,Xelevia	"Janumet (Sitagliptin + metformin)",	Drug/Small Molecule	HET:715,TTD:DAP000639,bindingDb:13513,chebi:40237,chemSpider:3571948,drugBank:DB01261,ndc:0006-0221-31,pdb:715,pubChemCompound:4369359,pubChemSubstance:14904024,pubChemSubstance:46505822,url:http://en.wikipedia.org/wiki/Sitagliptin		MeSH:C496398(sitagliptin)
PA164749018	benzquinamide		BZQ,Benzchinamide,Emete-con,Emeticon,Promecon,Quantril		Drug/Small Molecule	TTD:DAP000713,chebi:27662,chemSpider:2252,drugBank:DB00767,keggDrug:D00243,pubChemCompound:2342,pubChemSubstance:46506155	CCN(CC)C(=O)C1CN2CCc3cc(c(cc3C2CC1OC(=O)C)OC)OC	MeSH:C100234(benzquinamide)
PA164749019	lisuride		Lisurida [INN-Spanish],Lisuride Maleate,Lisuride [INN],Lisuridum [INN-Latin],Lysuride		Drug/Small Molecule	TTD:DAP000255,chebi:51164,chemSpider:26847,drugBank:DB00589,iupharLigand:227,iupharLigand:43,keggDrug:D08132,pubChemCompound:28864,pubChemSubstance:171280,pubChemSubstance:46505557,url:http://en.wikipedia.org/wiki/Lisuride		ATC:G02CB(Prolactine inhibitors),ATC:N02CA(Ergot alkaloids)
PA164749035	ropinirole	Ropinirol [INN-Spanish],Ropinirole HCl,Ropinirole hydrochloride,Ropinirolum [INN-Latin],ropinirole	ReQuip CR,ReQuip XL,Requip		Drug/Small Molecule	TTD:DAP001515,chebi:8888,chemSpider:4916,dpd:2232567,drugBank:DB00268,keggCompound:C07564,ndc:0007-4890-20,pubChemCompound:5095,pubChemSubstance:46507918,pubChemSubstance:7980537,url:http://en.wikipedia.org/wiki/Ropinirole	CCCN(CCC)CCc1cccc2c1CC(=O)N2	ATC:N04BC(Dopamine agonists),MeSH:C046649(ropinirole)
PA164749042	quinestrol	17-alpha-Ethinylestradiol 3-cyclopentyl ether,17alpha-Ethynylestradiol 3-cyclopentyl ether,Estradiol-17-beta 3-cyclopentyl ether,Quinestrolo [dcit],Quinestrolum [inn-latin]	Eston,Estrovis,Estrovis 4000,Estrovister,Plestrovis,Qui-lea		Drug/Small Molecule	TTD:DAP001016,chebi:8716,chemSpider:8694,drugBank:DB04575,keggCompound:C07619,keggDrug:D00576,pubChemCompound:9046,pubChemSubstance:46508939,pubChemSubstance:7847642,url:http://en.wikipedia.org/wiki/Quinestrol	C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)OC5CCCC5	
PA164749043	insulin glargine recombinant	Insulin glargine	Lantus		Drug/Small Molecule	drugBank:DB00047,url:http://en.wikipedia.org/wiki/Insulin_glargine		
PA164749044	eplerenone	Epoxymexrenone	INSPRA		Drug/Small Molecule	TTD:DAP000085,chebi:31547,drugBank:DB00700,keggCompound:C12512,keggDrug:D01115,ndc:0185-5368-30,pubChemCompound:150310,pubChemSubstance:727860,url:http://en.wikipedia.org/wiki/Eplerenone		ATC:C03DA(Aldosterone antagonists),MeSH:C058465(epoxymexrenone),MeSH:C414690(eplerenone)
PA164749051	remoxipride	Remoxiprida [INN-Spanish],Remoxipride [Usan:Ban:Inn],Remoxipridum [INN-Latin],Romoxipride			Drug/Small Molecule	TTD:DAP000312,bindingDb:50026045,chemSpider:49195,drugBank:DB00409,pubChemCompound:54477,pubChemSubstance:192058,pubChemSubstance:46508689,url:http://en.wikipedia.org/wiki/Remoxipride	CCN1CCC[C@H]1CNC(=O)c2c(ccc(c2OC)Br)OC	ATC:N05AL(Benzamides)
PA164749052	cosyntropin	Tetracosactide	Cortrosyn,Synacthen depot		Drug/Small Molecule	TTD:DAP000284,dpd:22381,drugBank:DB01284,keggCompound:C06926,keggDrug:D00284,ndc:0781-3052-95,pubChemCompound:16129617,pubChemSubstance:7847350,url:http://en.wikipedia.org/wiki/Cosyntropin	CC(C)[C@@H](C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC5=CNC6=C5C=CC=C6)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC8=CNC=N8)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)[C@@H](CO)N	ATC:H01AA(Acth)
PA164749056	danazol		Anatrol,Chronogyn,Cyclomen,Danocrine		Drug/Small Molecule	TTD:DAP001017,chebi:4315,chemSpider:26436,dpd:2018144,drugBank:DB01406,keggDrug:D00289,ndc:0024-0305-60,pubChemCompound:28417,pubChemSubstance:170876,pubChemSubstance:46506475,url:http://en.wikipedia.org/wiki/Danazol		ATC:G03XA(Antigonadotropins and similar agents)
PA164749105	defibrotide	defibrotide	Dasovas,Noravid,Prociclide		Drug/Small Molecule	drugBank:DB04932,url:http://en.wikipedia.org/wiki/Defibrotide		
PA164749109	dapiprazole		Rev-Eyes		Drug/Small Molecule	TTD:DAP000298,chebi:51066,chemSpider:2298190,drugBank:DB00298,pubChemCompound:3033538,pubChemSubstance:189873,pubChemSubstance:46508859,url:http://en.wikipedia.org/wiki/Dapiprazole	Cc1ccccc1N2CCN(CC2)CCc3nnc4n3CCCC4	ATC:S01EX(Other antiglaucoma preparations),MeSH:C035289(dapiprazole)
PA164749110	sermorelin	Geref	Geref		Drug/Small Molecule	TTD:DAP001055,drugBank:DB00010,keggCompound:C08192,pubChemCompound:16129620,pubChemSubstance:10391,url:http://en.wikipedia.org/wiki/Sermorelin	CC[C@@H](C)[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC3=CC=C(C=C3)O)N	ATC:H01AC(Somatropin and somatropin agonists),ATC:V04CD(Tests for pituitary function)
PA164749133	josamycin	Antibiotic yl-704 A3,JM,Josamicina [inn-spanish],Josamycine [inn-french],Josamycinum [inn-latin],Leucomycin A3,Leucomycin V, 3-acetate 4(sup B)-(3-methylbutanoate),Leucomycin V, 3-acetate 4(sup beta)-(3-methylbutanoate),Leucomycin V, 3-acetate 4B-(3-methylbutanoate)	Josacine,Kitasamycin A3,Turimycin A5		Drug/Small Molecule	TTD:DAP000887,chemSpider:4445361,drugBank:DB01321,keggCompound:C12662,keggDrug:D01235,pubChemCompound:5282165,pubChemSubstance:46505431,pubChemSubstance:7848298,url:http://en.wikipedia.org/wiki/Josamycin		ATC:J01FA(Macrolides)
PA164749134	idursulfase		Elaprase		Drug/Small Molecule	drugBank:DB01271,ndc:54092-700-01,url:http://en.wikipedia.org/wiki/Idursulfase		ATC:A16AB(Enzymes)
PA164749135	azlocillin	Azlocilina [INN-Spanish],Azlocillin sodium salt,Azlocilline [INN-French],Azlocillinum [INN-Latin]	Azlin,Bayer Brand of Azlocillin,Securopen		Drug/Small Molecule	TTD:DAP001169,chebi:2956,drugBank:DB01061,keggCompound:C06839,keggDrug:D02339,pubChemCompound:37625,pubChemSubstance:9057,url:http://en.wikipedia.org/wiki/Azlocillin		ATC:J01CA(Penicillins with extended spectrum)
PA164749136	desflurane	Desflurano [INN-Spanish],Desfluranum [INN-Latin]	Suprane		Drug/Small Molecule	TTD:DAP000693,chebi:4445,chemSpider:38403,dpd:2227428,drugBank:DB01189,keggCompound:C07519,keggDrug:D00546,ndc:10019-641-24,pubChemCompound:42113,pubChemSubstance:46505270,pubChemSubstance:9722,url:http://en.wikipedia.org/wiki/Desflurane	C(C(F)(F)F)(OC(F)F)F	ATC:N01AB(Halogenated hydrocarbons),MeSH:C053562(desflurane)
PA164749137	cefaclor	CCL,Cefaclor anhydrous,Cefaclorum [INN-Latin],Cephaclor	Alenfral,Alfacet,Alfatil,Ceclor,Ceclor CD,Distaclor,Kefral,Panacef,Panoral,Raniclor		Drug/Small Molecule	TTD:DAP000442,chebi:3478,dpd:2237730,drugBank:DB00833,keggCompound:C06877,keggDrug:D00256,ndc:63304-658-30,pubChemCompound:40958,pubChemSubstance:181752,url:http://en.wikipedia.org/wiki/Cefaclor	c1ccc(cc1)[C@H](C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Cl)C(=O)O)N	ATC:J01DC(Second-generation cephalosporins)
PA164749138	levosimendan	Levosimedan	Simdax,Simendan		Drug/Small Molecule	TTD:DAP000797,chebi:50567,chemSpider:2298414,drugBank:DB00922,pubChemCompound:3033825,pubChemSubstance:197103,pubChemSubstance:46507149,url:http://en.wikipedia.org/wiki/Levosimendan	C[C@@H]1CC(=O)NN=C1c2ccc(cc2)NN=C(C#N)C#N	ATC:C01CX(Other cardiac stimulants),MeSH:C076731(simendan)
PA164749157	ethynodiol diacetate	Ethinodiol Diacetate,Ethynodiol,Etynodiol	Cervicundin,Continuin,Femulen,Luteonorm,Luto-Metrodiol,Metrodiol,Metrodiol Diacetate,Metrulen,Ovulen,Ovulen 50	"Demulen 30 (21 Day Pack) (Ethinyl Estradiol + Ethynodiol Diacetate)","Demulen 30 (28 Day Pack) (Ethinyl Estradiol + Ethynodiol Diacetate)","Demulen 50 (21 Day Pack) (Ethinyl Estradiol + Ethynodiol Diacetate)","Demulen 50 (28 Day Pack) (Ethinyl Estradiol + Ethynodiol Diacetate)",	Drug/Small Molecule	TTD:DAP000856,chebi:31580,chemSpider:8913,dpd:469327,drugBank:DB00823,keggCompound:C12724,keggDrug:D01294,pubChemCompound:9270,pubChemSubstance:46506993,pubChemSubstance:583113,url:http://en.wikipedia.org/wiki/Ethynodiol_diacetate		
PA164749164	trisalicylate-choline				Drug/Small Molecule	drugBank:DB01401	[Mg++].C[N+](C)(C)CCO.OC(=O)C1=CC=CC=C1O.OC1=CC=CC=C1C([O-])=O	
PA164749165	lomefloxacin	LFLX,Lomefloxacine [French],Lomefloxacino [Spanish],Lomefloxacinum [Latin],lomefloxacin hydrochloride	Bareon,Maxaquin		Drug/Small Molecule	TTD:DAP000653,bindingDb:50240373,chebi:116278,chemSpider:3811,drugBank:DB00978,keggCompound:C07078,keggDrug:D02318,ndc:0025-5501-01,pubChemCompound:3948,pubChemSubstance:46508499,pubChemSubstance:9289,url:http://en.wikipedia.org/wiki/Lomefloxacin		ATC:J01MA(Fluoroquinolones),ATC:S01AX(Other antiinfectives),MeSH:C053091(lomefloxacin)
PA164749166	pyridoxal	PL,Pyridoxaldehyde,Vitamin B6 hydrochloride			Drug/Small Molecule	HET:PXL,chebi:17310,chemSpider:1021,drugBank:DB00147,keggCompound:C00250,pdb:PXL,pubChemCompound:1050,pubChemSubstance:46506282,pubChemSubstance:602424,url:http://en.wikipedia.org/wiki/Pyridoxal	Cc1c(c(c(cn1)CO)C=O)O	ATC:A11HA(Other plain vitamin preparations),ATC:C10AX(Other lipid modifying agents)
PA164749171	milrinone	Milrinone Lactate	Corotrop,Corotrope,Milrila,Primacor		Drug/Small Molecule	TTD:DAP000150,bindingDb:15296,chebi:50693,chemSpider:4052,dpd:2244811,drugBank:DB00235,keggCompound:C07224,keggDrug:D00417,ndc:55390-078-01,pubChemCompound:4197,pubChemSubstance:46507838,pubChemSubstance:9433,url:http://en.wikipedia.org/wiki/Milrinone		ATC:C01CE(Phosphodiesterase inhibitors)
PA164749184	trovafloxacin	TVFX,Trovafloxacin mesylate	Trovan	"Trovan/Zithromax Compliance Pak (Trovafloxacin + Azithromycin)",	Drug/Small Molecule	TTD:DAP000652,bindingDb:50146361,chemSpider:56670,dpd:2239191,drugBank:DB00685,keggCompound:C07664,ndc:0049-3890-28,pubChemCompound:62959,pubChemSubstance:46508751,pubChemSubstance:9866,url:http://en.wikipedia.org/wiki/Trovafloxacin		ATC:J01MA(Fluoroquinolones),MeSH:C080163(trovafloxacin)
PA164749185	icatibant	JE049,icatibant	Firazyr		Drug/Small Molecule	TTD:DCL000131,bindingDb:50142947,chemSpider:64461,drugBank:DB06196,iupharLigand:667,pubChemCompound:71364,pubChemSubstance:99443237,url:http://en.wikipedia.org/wiki/Icatibant		MeSH:C065679(icatibant)
PA164749211	docosanol	Behenyl alcohol,docosanol	Abreva		Drug/Small Molecule	TTD:DAP001249,chebi:31000,chemSpider:12100,dpd:2245677,drugBank:DB00632,ndc:0135-0200-01,pubChemCompound:12620,pubChemSubstance:207364,pubChemSubstance:46508049,url:http://en.wikipedia.org/wiki/Docosanol	CCCCCCCCCCCCCCCCCCCCCCO	ATC:D06BB(Antivirals),MeSH:C529236(docosanol)
PA164749212	lincomycin	LCM,Lincomycin hydrochloride,Lincomycine,Lincomyocin	Lincocin,Lincocine,Lincolcina,Lincolnensin,Lincomix,Lincomix 20,Lincorex,Mycivin,Pura Ject 100		Drug/Small Molecule	TTD:DAP000839,chebi:6472,chemSpider:570892,dpd:30732,drugBank:DB01627,keggCompound:C06812,keggDrug:D00223,ndc:0009-0555-01,pubChemCompound:656509,pubChemSubstance:46506668,pubChemSubstance:7847290,url:http://en.wikipedia.org/wiki/Lincomycin	CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O	
